ticker,dia,n_mensajes,finbert,probe,vader
NCLH,2022-03-03,20,0.0296,0.3179,0.0131
NCLH,2022-03-04,20,-0.0737,0.2731,0.0657
NCLH,2022-03-05,13,-0.1134,0.2422,0.0527
NCLH,2022-03-06,17,-0.2289,0.2477,-0.0315
NCLH,2022-03-07,20,-0.0498,0.097,0.0387
NCLH,2022-03-08,20,0.0012,0.3927,0.1201
NCLH,2022-03-09,20,0.0845,0.2834,0.0459
NCLH,2022-03-10,20,-0.0634,0.4725,0.0866
NCLH,2022-03-11,20,0.1615,0.3362,0.1124
NCLH,2022-03-12,18,-0.0731,0.2177,0.0102
NCLH,2022-03-13,18,0.057,0.223,0.0633
NCLH,2022-03-14,20,-0.117,0.1829,0.0241
NCLH,2022-03-15,20,-0.0912,0.3586,0.0774
NCLH,2022-03-16,20,0.024,0.5336,0.0458
NCLH,2022-03-17,20,-0.0913,0.256,0.035
NCLH,2022-03-18,20,0.0477,0.2877,0.1156
NCLH,2022-03-19,7,-0.1878,0.2592,0.0174
NCLH,2022-03-20,8,0.111,0.1337,0.1124
NCLH,2022-03-21,20,0.0509,0.2451,0.0703
NCLH,2022-03-22,20,0.004,0.1969,0.0384
NCLH,2022-03-23,20,-0.0273,0.2045,0.0468
NCLH,2022-03-24,20,0.0671,0.3783,0.1364
NCLH,2022-03-25,20,0.2336,0.5438,0.1084
NCLH,2022-03-26,8,-0.0609,0.1983,0.053
NCLH,2022-03-27,10,0.0109,0.1293,0.0731
NCLH,2022-03-28,20,-0.1905,0.4253,0.0546
NCLH,2022-03-29,20,0.0157,0.4015,0.0542
NCLH,2022-03-30,20,0.0744,0.1958,0.0152
NCLH,2022-03-31,20,0.0768,0.3937,0.0975
NCLH,2022-04-01,20,-0.1163,0.2956,0.0606
NCLH,2022-04-02,10,0.1083,0.5011,0.1809
NCLH,2022-04-03,7,0.051,0.1283,0.0986
NCLH,2022-04-04,20,0.1841,0.494,0.0762
NCLH,2022-04-05,20,-0.0689,0.4303,0.0342
NCLH,2022-04-06,20,-0.0962,0.1203,0.0442
NCLH,2022-04-07,20,0.0852,0.5114,0.0733
NCLH,2022-04-08,20,-0.0099,0.4359,0.0581
NCLH,2022-04-09,9,-0.0114,0.1019,0.0171
NCLH,2022-04-10,10,-0.2282,0.052,0.0334
NCLH,2022-04-11,20,0.0458,0.3664,0.0298
NCLH,2022-04-12,20,-0.0029,0.2807,0.0575
NCLH,2022-04-13,20,0.1305,0.2539,0.1216
NCLH,2022-04-14,20,0.0518,0.2908,0.0643
NCLH,2022-04-15,8,0.0159,0.256,-0.0585
NCLH,2022-04-16,5,0.2336,0.3237,0.1502
NCLH,2022-04-17,7,0.2252,0.4827,-0.0304
NCLH,2022-04-18,20,0.1054,0.4594,0.045
NCLH,2022-04-19,20,0.0639,0.304,0.0698
NCLH,2022-04-20,20,0.1589,0.4815,0.0788
NCLH,2022-04-21,20,0.0788,0.3721,0.0319
NCLH,2022-04-22,20,0.0793,0.3166,0.0449
NCLH,2022-04-23,13,-0.2464,0.1342,-0.0071
NCLH,2022-04-24,13,-0.1274,0.2587,0.0035
NCLH,2022-04-25,20,-0.1107,0.1731,-0.0182
NCLH,2022-04-26,20,0.01,0.3248,-0.0248
NCLH,2022-04-27,20,-0.1286,0.0289,-0.0084
NCLH,2022-04-28,20,-0.2395,-0.0016,0.0338
NCLH,2022-04-29,20,-0.0936,0.2109,0.0404
NCLH,2022-04-30,15,-0.0943,0.0166,0.0339
NCLH,2022-05-01,6,-0.3286,0.1471,-0.0012
NCLH,2022-05-02,20,0.1101,0.3125,0.0331
NCLH,2022-05-03,20,0.2628,0.4875,0.0783
NCLH,2022-05-04,20,0.0512,0.1016,0.039
NCLH,2022-05-05,20,-0.0378,0.4933,0.0716
NCLH,2022-05-06,20,-0.0006,0.4254,0.1126
NCLH,2022-05-07,13,-0.1286,0.3246,0.0081
NCLH,2022-05-08,15,-0.0608,0.0548,0.0278
NCLH,2022-05-09,20,-0.0118,0.1027,0.005
NCLH,2022-05-10,20,0.0524,0.3032,0.0211
NCLH,2022-05-11,20,0.0253,0.2934,0.0718
NCLH,2022-05-12,20,-0.1462,0.1691,0.0333
NCLH,2022-05-13,20,0.097,0.4187,0.0472
NCLH,2022-05-14,10,0.0366,0.3311,0.1085
NCLH,2022-05-15,12,-0.0328,0.1912,0.0112
NCLH,2022-05-16,20,0.0405,0.319,0.1106
NCLH,2022-05-17,20,0.1232,0.3773,0.0897
NCLH,2022-05-18,20,0.0877,0.3674,0.1379
NCLH,2022-05-19,20,0.0279,0.2552,0.0154
NCLH,2022-05-20,20,-0.035,0.2349,0.0566
NCLH,2022-05-21,20,0.0636,-0.0086,0.0446
NCLH,2022-05-22,14,0.1069,0.294,0.0302
NCLH,2022-05-23,20,0.016,0.2983,0.0125
NCLH,2022-05-24,20,-0.1576,0.161,-0.0275
NCLH,2022-05-25,20,-0.0057,0.2008,0.0882
NCLH,2022-05-26,20,-0.0738,0.2312,0.073
NCLH,2022-05-27,20,0.057,0.4038,0.1062
NCLH,2022-05-28,15,0.1145,0.1206,0.041
NCLH,2022-05-29,15,0.1037,0.1253,0.0207
NCLH,2022-05-30,20,-0.0344,0.3604,0.0937
NCLH,2022-05-31,20,-0.1045,0.2797,0.1884
NCLH,2022-06-01,20,-0.0277,0.2429,0.1119
NCLH,2022-06-02,20,0.1047,0.2656,0.097
NCLH,2022-06-03,20,-0.2265,0.0139,0.0277
NCLH,2022-06-04,9,-0.184,0.151,0.0182
NCLH,2022-06-05,12,0.0066,0.0376,0.1012
NCLH,2022-06-06,20,-0.079,0.2469,0.0348
NCLH,2022-06-07,20,0.0442,0.1993,0.0235
NCLH,2022-06-08,20,-0.0392,0.2348,0.0312
NCLH,2022-06-09,20,0.1238,0.2126,0.0136
NCLH,2022-06-10,20,-0.1453,0.3006,0.0682
NCLH,2022-06-11,20,-0.0061,0.1649,0.0438
NCLH,2022-06-12,18,-0.1908,0.3011,0.0249
NCLH,2022-06-13,20,0.101,0.3519,0.0631
NCLH,2022-06-14,20,-0.0836,0.1096,0.0059
NCLH,2022-06-15,20,0.115,0.435,0.0817
NCLH,2022-06-16,20,-0.3707,-0.0344,-0.0097
NCLH,2022-06-17,20,0.0464,0.3927,0.1434
NCLH,2022-06-18,20,0.0295,0.0092,0.0529
NCLH,2022-06-19,18,0.0579,0.2593,0.0752
NCLH,2022-06-20,20,0.0258,0.2139,0.0664
NCLH,2022-06-21,20,-0.1149,0.3711,-0.0018
NCLH,2022-06-22,20,0.0116,-0.0083,0.061
NCLH,2022-06-23,20,0.1203,0.2894,0.0986
NCLH,2022-06-24,20,0.0124,0.3023,0.1412
NCLH,2022-06-25,20,0.1374,0.239,0.0348
NCLH,2022-06-26,11,-0.2562,0.0574,0.0202
NCLH,2022-06-27,20,-0.016,0.2533,0.0289
NCLH,2022-06-28,20,0.1084,0.4077,0.051
NCLH,2022-06-29,20,-0.195,0.2258,0.0172
NCLH,2022-06-30,20,0.0853,0.3198,0.0268
NCLH,2022-07-01,20,-0.0629,0.1289,0.0031
NCLH,2022-07-02,15,0.0446,0.3007,0.0678
NCLH,2022-07-03,19,-0.1768,0.1588,0.0147
NCLH,2022-07-04,17,-0.056,0.0733,0.0071
NCLH,2022-07-05,20,-0.0083,0.1333,0.0208
NCLH,2022-07-06,20,-0.0718,0.1876,0.1009
NCLH,2022-07-07,20,0.0441,0.1818,-0.0231
NCLH,2022-07-08,20,0.219,0.5063,0.047
NCLH,2022-07-09,18,-0.1813,0.0272,0.0721
NCLH,2022-07-10,17,-0.294,-0.108,0.0336
NCLH,2022-07-11,20,0.0613,0.4433,0.112
NCLH,2022-07-12,20,0.1252,0.234,0.0969
NCLH,2022-07-13,20,-0.0208,0.1994,0.0486
NCLH,2022-07-14,20,-0.0392,0.3289,-0.007
NCLH,2022-07-15,20,0.0492,0.227,0.0146
NCLH,2022-07-16,9,0.1394,0.1789,0.0847
NCLH,2022-07-17,10,0.0614,0.0994,0.0223
NCLH,2022-07-18,20,0.1418,0.3213,0.0156
NCLH,2022-07-19,20,0.0826,0.4517,0.0657
NCLH,2022-07-20,20,-0.1758,0.0867,-0.0106
NCLH,2022-07-21,20,-0.0952,0.2877,0.0384
NCLH,2022-07-22,20,-0.0551,0.1027,0.0118
NCLH,2022-07-23,20,-0.0364,0.0973,0.1231
NCLH,2022-07-24,20,-0.027,0.0665,0.0672
NCLH,2022-07-25,20,0.044,0.2281,0.0666
NCLH,2022-07-26,20,-0.1877,-0.0797,0.0772
NCLH,2022-07-27,20,0.1106,0.2129,0.0635
NCLH,2022-07-28,20,0.1479,0.2757,0.0822
NCLH,2022-07-29,20,0.1401,0.2533,0.1603
NCLH,2022-07-30,13,-0.0666,-0.1733,0.0424
NCLH,2022-07-31,18,-0.1537,-0.0087,0.0154
NCLH,2022-08-01,20,-0.0017,0.3032,0.0438
NCLH,2022-08-02,20,-0.2107,0.0112,0.0308
NCLH,2022-08-03,20,-0.0704,0.2786,-0.024
NCLH,2022-08-04,20,0.1694,0.339,0.0002
NCLH,2022-08-05,20,0.0207,0.2729,0.1
NCLH,2022-08-06,20,0.0625,0.3279,0.097
NCLH,2022-08-07,20,0.0087,0.3798,0.0077
NCLH,2022-08-08,20,0.0446,0.2259,0.0032
NCLH,2022-08-09,20,0.1497,0.2525,0.0608
NCLH,2022-08-10,20,0.0496,0.3647,0.0288
NCLH,2022-08-11,20,0.0963,0.2994,0.0563
NCLH,2022-08-12,20,0.0083,0.4432,0.1008
NCLH,2022-08-13,15,-0.0554,0.2011,-0.0437
NCLH,2022-08-14,17,-0.0401,0.2666,0.1318
NCLH,2022-08-15,20,0.1738,0.3381,0.0506
NCLH,2022-08-16,20,0.0832,0.2787,0.0395
NCLH,2022-08-17,20,-0.0211,0.376,0.0568
NCLH,2022-08-18,20,-0.0817,0.5013,0.0335
NCLH,2022-08-19,20,0.0041,0.333,0.0408
NCLH,2022-08-20,12,-0.0149,0.243,0.0568
NCLH,2022-08-21,14,0.0553,0.4449,0.058
NCLH,2022-08-22,20,-0.0169,0.3159,0.0227
NCLH,2022-08-23,20,0.1284,0.3409,-0.0021
NCLH,2022-08-24,20,0.0581,0.4547,0.0261
NCLH,2022-08-25,20,0.1503,0.4436,0.0286
NCLH,2022-08-26,20,-0.0023,0.2572,-0.0228
NCLH,2022-08-27,11,0.0211,0.2245,0.0779
NCLH,2022-08-28,20,-0.088,0.2746,0.021
NCLH,2022-08-29,20,0.1032,-0.0682,0.0692
NCLH,2022-08-30,20,-0.012,0.3808,0.0155
NCLH,2022-08-31,20,-0.1053,0.2666,0.0308
NCLH,2022-09-01,20,0.0373,0.3172,0.0598
NCLH,2022-09-02,20,-0.0706,0.3544,0.0399
NCLH,2022-09-03,17,-0.0204,0.211,0.0751
NCLH,2022-09-04,11,0.1017,0.3127,0.0906
NCLH,2022-09-05,11,-0.0298,0.1143,0.0705
NCLH,2022-09-06,20,0.0174,0.4015,-0.0203
NCLH,2022-09-07,20,0.0557,0.2144,0.115
NCLH,2022-09-08,20,-0.088,0.0571,0.0325
NCLH,2022-09-09,20,-0.0466,0.0577,0.058
NCLH,2022-09-10,17,0.0598,0.3595,0.0188
NCLH,2022-09-11,9,-0.043,0.4642,0.0114
NCLH,2022-09-12,20,0.0232,0.4936,0.0321
NCLH,2022-09-13,20,0.1666,0.4386,0.0395
NCLH,2022-09-14,20,0.0212,0.3888,0.071
NCLH,2022-09-15,20,0.0705,0.433,0.0616
NCLH,2022-09-16,20,-0.0232,0.2803,0.0285
NCLH,2022-09-17,16,-0.039,0.2333,0.0418
NCLH,2022-09-18,11,-0.019,0.3041,0.0705
NCLH,2022-09-19,20,-0.0553,0.2487,-0.0132
NCLH,2022-09-20,20,0.0666,0.4925,0.0708
NCLH,2022-09-21,20,-0.0373,0.3625,-0.0092
NCLH,2022-09-22,20,-0.1429,0.2863,0.0523
NCLH,2022-09-23,20,-0.0537,0.3024,-0.0662
NCLH,2022-09-24,20,-0.0645,0.2478,0.0094
NCLH,2022-09-25,11,-0.0348,0.2501,0.0025
NCLH,2022-09-26,20,-0.0966,0.1124,0.0098
NCLH,2022-09-27,20,-0.0077,0.2711,0.0344
NCLH,2022-09-28,20,0.1491,0.281,0.148
NCLH,2022-09-29,20,-0.0067,0.2602,0.1026
NCLH,2022-09-30,20,0.0504,0.0821,0.0396
NCLH,2022-10-01,20,0.0848,0.1526,0.069
NCLH,2022-10-02,19,-0.0941,0.0255,0.0746
NCLH,2022-10-03,20,0.0364,0.3213,-0.0032
NCLH,2022-10-04,20,0.0398,0.2709,0.081
NCLH,2022-10-05,20,0.0035,0.2547,0.03
NCLH,2022-10-06,20,0.1104,0.2688,0.0415
NCLH,2022-10-07,20,0.0234,0.1498,0.0645
NCLH,2022-10-08,17,0.18,0.1508,0.0929
NCLH,2022-10-09,14,0.0125,0.3317,0.0212
NCLH,2022-10-10,20,-0.0253,0.2466,0.1562
NCLH,2022-10-11,20,-0.0174,0.2334,0.0648
NCLH,2022-10-12,20,0.0069,0.4505,0.0097
NCLH,2022-10-13,20,-0.0024,0.2172,0.1577
NCLH,2022-10-14,20,-0.0292,0.2557,0.0738
NCLH,2022-10-15,8,-0.1106,-0.1068,0.0366
NCLH,2022-10-16,8,-0.1153,-0.0344,0.065
NCLH,2022-10-17,20,-0.0393,0.1078,0.0187
NCLH,2022-10-18,20,0.0494,0.348,0.1019
NCLH,2022-10-19,20,-0.0372,0.4245,0.0848
NCLH,2022-10-20,20,0.1668,0.2751,0.059
NCLH,2022-10-21,20,0.0909,0.3318,0.065
NCLH,2022-10-22,16,0.0583,0.1772,0.1039
NCLH,2022-10-23,15,0.1488,0.5167,0.1154
NCLH,2022-10-24,20,-0.0736,0.2315,0.007
NCLH,2022-10-25,20,-0.0616,0.4088,0.0236
NCLH,2022-10-26,20,-0.0172,0.2938,-0.0019
NCLH,2022-10-27,20,0.0247,0.2039,0.0663
NCLH,2022-10-28,20,0.2055,0.3017,-0.0342
NCLH,2022-10-29,20,0.1046,0.0921,0.0521
NCLH,2022-10-30,15,0.1599,0.3187,0.033
NCLH,2022-10-31,20,-0.0817,0.2659,-0.0013
NCLH,2022-11-01,20,0.1501,0.2928,0.0429
NCLH,2022-11-02,20,0.0304,0.5805,-0.0096
NCLH,2022-11-03,20,-0.0341,0.2177,0.0852
NCLH,2022-11-04,20,0.1044,0.2184,0.0164
NCLH,2022-11-05,19,-0.0434,0.2541,-0.0335
NCLH,2022-11-06,20,0.0522,0.4223,0.0349
NCLH,2022-11-07,20,0.0275,0.218,0.0876
NCLH,2022-11-08,20,0.0579,0.1903,0.1775
NCLH,2022-11-09,20,0.0254,0.3301,0.0763
NCLH,2022-11-10,20,-0.1015,0.1902,0.0458
NCLH,2022-11-11,20,0.0447,0.2286,0.0029
NCLH,2022-11-12,15,-0.1501,0.0656,0.0445
NCLH,2022-11-13,12,-0.0464,0.147,0.041
NCLH,2022-11-14,20,-0.0201,0.1673,0.07
NCLH,2022-11-15,20,0.0858,0.341,0.037
NCLH,2022-11-16,20,-0.0482,0.4098,0.0327
NCLH,2022-11-17,20,-0.1251,0.1954,0.0666
NCLH,2022-11-18,20,-0.0651,0.2938,0.0131
NCLH,2022-11-19,20,-0.1876,0.1435,0.0009
NCLH,2022-11-20,12,0.0973,0.2689,0.0602
NCLH,2022-11-21,20,-0.2614,0.3041,-0.0409
NCLH,2022-11-22,20,-0.0709,0.256,0.0144
NCLH,2022-11-23,20,-0.076,0.3377,0.0164
NCLH,2022-11-24,8,0.0734,0.1712,0.0161
NCLH,2022-11-25,10,0.0489,0.4144,0.0582
NCLH,2022-11-26,2,-0.1393,0.0315,0.1295
NCLH,2022-11-27,7,-0.2429,0.28,-0.0091
NCLH,2022-11-28,20,-0.1013,0.2248,0.1032
NCLH,2022-11-29,20,0.1073,0.4203,0.0588
NCLH,2022-11-30,20,0.0575,0.2554,0.0045
NCLH,2022-12-01,20,0.1084,0.1756,0.104
NCLH,2022-12-02,20,-0.0515,0.283,0.0362
NCLH,2022-12-03,9,0.1645,0.3147,0.0907
NCLH,2022-12-04,8,-0.0012,0.0425,0.1131
NCLH,2022-12-05,17,0.0465,0.1657,0.0689
NCLH,2022-12-06,20,-0.1149,0.2166,-0.0085
NCLH,2022-12-07,20,-0.1091,0.2753,0.046
NCLH,2022-12-08,20,-0.0418,0.1815,0.0314
NCLH,2022-12-09,20,0.1456,0.1215,0.026
NCLH,2022-12-10,5,-0.0007,0.4151,0.1016
NCLH,2022-12-11,9,-0.1423,0.077,-0.0091
NCLH,2022-12-12,20,-0.3034,0.059,-0.0025
NCLH,2022-12-13,20,-0.2034,-0.0102,0.0387
NCLH,2022-12-14,20,-0.0521,0.3344,-0.0465
NCLH,2022-12-15,20,0.1449,0.337,0.0266
NCLH,2022-12-16,20,-0.0985,0.183,-0.043
NCLH,2022-12-17,11,0.0933,0.3767,0.0295
NCLH,2022-12-18,6,-0.1509,0.1694,-0.0027
NCLH,2022-12-19,20,0.0519,0.2423,0.0021
NCLH,2022-12-20,20,0.0252,0.3979,0.0926
NCLH,2022-12-21,20,0.0057,0.1228,0.0206
NCLH,2022-12-22,20,-0.1591,0.1764,0.0302
NCLH,2022-12-23,17,-0.0539,0.3625,0.0681
NCLH,2022-12-24,10,0.2423,0.192,0.1082
NCLH,2022-12-25,6,0.2781,0.3518,0.1045
NCLH,2022-12-26,6,0.0423,0.3726,0.0093
NCLH,2022-12-27,20,0.0782,0.5077,0.0686
NCLH,2022-12-28,20,-0.1151,0.0072,0.0392
NCLH,2022-12-29,20,-0.0502,0.2081,-0.0346
NCLH,2022-12-30,20,-0.394,0.1857,0.0484
NCLH,2022-12-31,12,-0.1046,-0.0112,0.0502
TGT,2020-01-01,12,0.0918,0.3502,0.0826
TGT,2020-01-02,20,0.0024,0.1209,0.0858
TGT,2020-01-03,20,0.1021,0.196,0.1563
TGT,2020-01-04,11,0.0946,0.1924,0.0352
TGT,2020-01-05,12,-0.081,0.0615,-0.0105
TGT,2020-01-06,20,-0.1093,0.1425,0.0744
TGT,2020-01-07,20,-0.0637,0.0797,0.0179
TGT,2020-01-08,20,0.0694,0.1315,0.045
TGT,2020-01-09,20,-0.1677,-0.1532,-0.0175
TGT,2020-01-10,20,0.0206,0.1854,0.0554
TGT,2020-01-11,12,-0.1434,0.1676,0.0991
TGT,2020-01-12,14,0.0939,0.1146,0.0426
TGT,2020-01-13,20,-0.02,0.2879,0.0463
TGT,2020-01-14,20,0.1224,0.3477,0.0745
TGT,2020-01-15,20,0.0379,0.1764,0.0471
TGT,2020-01-16,20,0.0381,0.0292,0.0772
TGT,2020-01-17,20,0.0297,0.3966,0.0613
TGT,2020-01-18,19,-0.1363,0.1481,0.0679
TGT,2020-01-19,12,0.1046,0.2997,0.013
TGT,2020-01-20,12,0.0734,0.2144,0.0816
TGT,2020-01-21,20,-0.0712,0.3572,0.0471
TGT,2020-01-22,20,0.1321,0.3255,0.0758
TGT,2020-01-23,20,-0.0542,0.0922,0.0232
TGT,2020-01-24,20,-0.0517,-0.019,0.0488
TGT,2020-01-25,7,0.063,0.1498,0.0816
TGT,2020-01-26,10,0.0735,0.3628,0.0333
TGT,2020-01-27,20,-0.008,0.1479,0.0548
TGT,2020-01-28,20,-0.009,0.1353,0.0462
TGT,2020-01-29,20,-0.0665,0.2112,-0.0244
TGT,2020-01-30,20,-0.0285,0.1557,0.0002
TGT,2020-01-31,20,-0.052,0.069,-0.0422
TGT,2020-02-01,20,-0.0962,0.1772,-0.01
TGT,2020-02-02,19,-0.0732,0.1048,0.0328
TGT,2020-02-03,20,-0.119,0.1247,0.0382
TGT,2020-02-04,20,0.0145,0.1886,0.0306
TGT,2020-02-05,20,0.0593,0.2718,0.0285
TGT,2020-02-06,20,0.242,0.1982,0.0798
TGT,2020-02-07,20,0.0486,0.119,0.022
TGT,2020-02-08,10,-0.0903,0.2973,0.0355
TGT,2020-02-09,5,0.1029,0.3639,0.0774
TGT,2020-02-10,20,0.1315,0.3352,0.0938
TGT,2020-02-11,20,-0.0362,0.4478,0.0417
TGT,2020-02-12,20,-0.0477,0.1303,-0.0257
TGT,2020-02-13,20,-0.0749,0.0404,0.0041
TGT,2020-02-14,20,0.1527,0.293,0.0065
TGT,2020-02-15,18,0.0521,0.1354,0.0833
TGT,2020-02-16,12,0.0002,0.1487,-0.0002
TGT,2020-02-17,14,0.1559,0.2366,0.1304
TGT,2020-02-18,20,0.1002,0.2779,0.0664
TGT,2020-02-19,20,-0.007,0.1577,0.0518
TGT,2020-02-20,20,-0.0081,0.1161,0.0144
TGT,2020-02-21,20,0.0684,0.3514,0.1037
TGT,2020-02-22,15,-0.1227,0.1607,0.0393
TGT,2020-02-23,4,0.1124,0.2468,0.015
TGT,2020-02-24,20,0.0123,0.3184,-0.0568
TGT,2020-02-25,20,-0.0487,-0.0242,0.0194
TGT,2020-02-26,20,-0.0883,-0.0006,0.0214
TGT,2020-02-27,20,-0.1748,0.2144,0.0357
TGT,2020-02-28,20,-0.0594,0.0055,0.0208
TGT,2020-02-29,20,0.0472,0.1048,0.08
TGT,2020-03-01,20,-0.1444,0.0182,0.0153
TGT,2020-03-02,20,-0.0206,0.1029,0.043
TGT,2020-03-03,20,-0.1159,0.0608,0.1256
TGT,2020-03-04,20,-0.0419,0.0603,-0.0462
TGT,2020-03-05,20,-0.0476,0.1215,0.031
TGT,2020-03-06,20,0.0655,0.09,0.0218
TGT,2020-03-07,6,-0.0201,0.1131,-0.0893
TGT,2020-03-08,11,-0.0538,0.3399,0.0835
TGT,2020-03-09,20,0.043,0.0956,0.0259
TGT,2020-03-10,20,-0.0794,0.0654,0.0202
TGT,2020-03-11,20,-0.0869,-0.0828,0.0084
TGT,2020-03-12,20,0.0055,0.1177,0.0344
TGT,2020-03-13,20,0.0707,0.186,0.017
TGT,2020-03-14,20,0.0939,-0.0528,0.0724
TGT,2020-03-15,20,-0.0162,0.235,0.0838
TGT,2020-03-16,20,-0.1344,0.0318,-0.0241
TGT,2020-03-17,20,0.0447,0.1171,0.0827
TGT,2020-03-18,20,0.1357,0.2696,0.0897
TGT,2020-03-19,20,-0.0876,0.2186,0.0228
TGT,2020-03-20,20,-0.001,0.1971,0.0359
TGT,2020-03-21,17,-0.0194,0.1579,0.0212
TGT,2020-03-22,20,-0.0823,0.1024,0.0213
TGT,2020-03-23,20,0.0331,0.0997,-0.0079
TGT,2020-03-24,20,-0.2726,0.0179,0.0486
TGT,2020-03-25,20,-0.1398,0.2958,-0.0425
TGT,2020-03-26,20,-0.1218,0.1662,0.0811
TGT,2020-03-27,20,-0.0554,-0.0032,0.0467
TGT,2020-03-28,16,0.1493,0.3054,0.0899
TGT,2020-03-29,20,0.1112,0.273,0.0516
TGT,2020-03-30,20,-0.1394,0.0104,0.0058
TGT,2020-03-31,20,-0.0022,0.1973,0.0277
TGT,2020-04-01,20,0.0685,0.1954,0.1148
TGT,2020-04-02,20,-0.023,0.0779,0.0652
TGT,2020-04-03,20,-0.0452,0.2619,0.0508
TGT,2020-04-04,14,-0.1279,0.1984,-0.0267
TGT,2020-04-05,17,-0.0181,0.0705,0.0219
TGT,2020-04-06,20,0.0549,0.1688,0.0547
TGT,2020-04-07,20,0.0746,0.1108,0.0223
TGT,2020-04-08,20,0.089,0.1995,0.0688
TGT,2020-04-09,20,0.0306,0.3205,0.1004
TGT,2020-04-10,20,0.2386,0.1903,0.1562
TGT,2020-04-11,20,0.2391,0.278,0.1077
TGT,2020-04-12,14,0.2164,0.2919,0.0896
TGT,2020-04-13,20,0.047,0.1502,-0.0022
TGT,2020-04-14,20,0.0957,0.2048,0.0822
TGT,2020-04-15,20,0.3086,0.3909,0.0916
TGT,2020-04-16,20,0.0867,0.3198,0.0698
TGT,2020-04-17,20,0.075,0.0459,0.0844
TGT,2020-04-18,12,-0.0291,0.3158,0.039
TGT,2020-04-19,13,-0.0597,0.2106,-0.0056
TGT,2020-04-20,20,-0.0141,0.4222,0.0098
TGT,2020-04-21,20,0.0995,0.1045,0.0612
TGT,2020-04-22,20,0.0764,0.1687,0.0223
TGT,2020-04-23,20,0.1886,0.387,0.0688
TGT,2020-04-24,20,0.0025,0.2312,0.0653
TGT,2020-04-25,15,0.1324,0.2561,0.0871
TGT,2020-04-26,20,0.1428,0.2672,0.0345
TGT,2020-04-27,20,0.1749,0.2976,0.0101
TGT,2020-04-28,20,0.095,0.4745,0.0516
TGT,2020-04-29,20,-0.0458,0.3217,0.0516
TGT,2020-04-30,20,-0.205,0.217,0.0468
TGT,2020-05-01,20,-0.0591,0.086,0.0164
TGT,2020-05-02,10,0.2879,0.3532,0.0383
TGT,2020-05-03,20,0.0893,0.3889,0.038
TGT,2020-05-04,20,0.0752,0.3369,0.1087
TGT,2020-05-05,20,0.1577,0.4276,0.0605
TGT,2020-05-06,20,0.1287,0.368,0.0892
TGT,2020-05-07,20,0.0879,0.4091,-0.0101
TGT,2020-05-08,20,0.0529,0.3353,0.0568
TGT,2020-05-09,9,0.1148,0.1922,0.032
TGT,2020-05-10,20,0.0529,0.2114,0.0516
TGT,2020-05-11,20,0.0584,0.3241,0.0475
TGT,2020-05-12,20,0.1228,0.2214,0.1265
TGT,2020-05-13,20,-0.0616,0.1753,0.0538
TGT,2020-05-14,20,0.003,0.1724,0.0319
TGT,2020-05-15,20,-0.0819,0.1499,0.057
TGT,2020-05-16,20,-0.1784,0.1772,-0.0195
TGT,2020-05-17,20,0.0801,0.3574,0.0088
TGT,2020-05-18,20,0.2031,0.577,0.0582
TGT,2020-05-19,20,-0.0554,0.0424,0.0314
TGT,2020-05-20,20,-0.0961,-0.0317,-0.064
TGT,2020-05-21,20,-0.0344,0.095,0.0392
TGT,2020-05-22,20,-0.0675,-0.0065,-0.009
TGT,2020-05-23,19,0.1344,0.3027,0.0812
TGT,2020-05-24,12,-0.0363,0.0881,0.0535
TGT,2020-05-25,18,0.094,0.2272,0.0172
TGT,2020-05-26,20,0.0685,0.2888,0.0846
TGT,2020-05-27,20,-0.1131,0.2938,-0.0256
TGT,2020-05-28,20,0.1513,0.1881,0.0594
TGT,2020-05-29,20,-0.1494,0.0411,0.0379
TGT,2020-05-30,20,-0.0048,0.066,0.0542
TGT,2020-05-31,20,-0.2151,-0.0232,0.0516
TGT,2020-06-01,20,-0.098,0.2455,0.066
TGT,2020-06-02,20,-0.2397,0.0921,-0.0932
TGT,2020-06-03,20,0.0523,0.0594,0.0406
TGT,2020-06-04,20,0.0605,0.1203,0.0649
TGT,2020-06-05,20,-0.1361,0.1353,-0.0081
TGT,2020-06-06,15,0.0169,0.3262,0.0475
TGT,2020-06-07,18,0.0863,0.2066,0.0344
TGT,2020-06-08,20,0.1014,0.4412,0.0326
TGT,2020-06-09,20,-0.0025,0.0492,0.0631
TGT,2020-06-10,20,0.0635,0.1508,0.0524
TGT,2020-06-11,20,0.1355,0.2314,0.0957
TGT,2020-06-12,20,-0.0177,0.2437,0.0524
TGT,2020-06-13,20,0.1606,0.3466,0.0748
TGT,2020-06-14,20,0.1124,0.3583,0.0357
TGT,2020-06-15,20,0.1402,0.331,0.1022
TGT,2020-06-16,20,0.2476,0.1067,0.0638
TGT,2020-06-17,20,0.1618,0.1466,0.0634
TGT,2020-06-18,16,0.0783,0.2187,0.0538
TGT,2020-06-19,20,0.0993,0.2561,0.094
TGT,2020-06-20,11,0.0741,0.3211,0.0749
TGT,2020-06-21,8,0.0136,0.1949,0.0604
TGT,2020-06-22,20,0.199,0.4472,0.037
TGT,2020-06-23,20,-0.0621,0.2165,0.096
TGT,2020-06-24,15,-0.0715,0.2323,0.0583
TGT,2020-06-25,20,0.1737,0.175,0.0965
TGT,2020-06-26,10,0.152,0.2479,0.0272
TGT,2020-06-27,8,0.239,0.2763,0.0712
